OBS,DURATION,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,INSTALL_RATE,CO_APPLICANT,GUARANTOR,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
587,9,1,0,0,0,0,0,2799,2,0,0,1,0,36,0,1,0,2,2,0,0,1
588,12,0,0,1,0,0,0,1289,4,0,1,0,0,21,0,0,1,1,1,0,0,1
589,18,0,0,0,0,0,0,1217,4,0,0,1,0,47,0,0,1,1,1,1,0,0
590,12,0,0,1,0,0,0,2246,3,0,0,0,0,60,0,0,1,2,1,0,0,0
591,12,0,0,0,1,0,0,385,4,0,0,1,0,58,0,0,1,4,1,1,0,1
592,24,1,0,0,0,0,0,1965,4,0,0,0,0,42,0,1,0,2,1,1,0,1
593,21,0,0,0,0,0,1,1572,4,0,0,1,0,36,1,0,1,1,1,0,0,1
594,24,1,0,0,0,0,0,2718,3,0,0,0,0,20,0,1,0,1,1,1,0,0
595,24,0,0,0,0,0,0,1358,4,0,0,0,0,40,1,0,1,1,1,1,0,0
596,6,1,0,0,0,0,0,931,1,0,0,0,0,32,1,0,1,1,1,0,0,0
597,24,1,0,0,0,0,0,1442,4,0,0,0,0,23,0,1,0,2,1,0,0,0
598,24,0,0,0,0,0,1,4241,1,0,0,1,0,36,0,0,1,3,1,1,0,0
599,18,1,0,0,0,0,0,2775,2,0,0,0,0,31,1,0,1,2,1,0,0,0
600,24,0,0,0,0,0,1,3863,1,0,0,0,1,32,0,0,0,1,1,0,0,1
601,7,0,0,0,1,0,0,2329,1,0,1,1,0,45,0,0,1,1,1,0,0,1
602,9,0,0,1,0,0,0,918,4,0,0,0,0,30,0,0,1,1,1,0,0,0
603,24,0,0,0,0,1,0,1837,4,0,0,0,1,34,1,0,0,1,1,0,0,0
604,36,0,0,1,0,0,0,3349,4,0,0,0,0,28,0,0,1,1,1,1,0,0
605,10,0,0,1,0,0,0,1275,4,0,0,0,0,23,0,0,1,1,1,0,0,1
606,24,0,0,1,0,0,0,2828,4,0,0,1,0,22,1,0,1,1,1,1,0,1
607,24,0,0,0,0,0,1,4526,3,0,0,1,0,74,0,0,1,1,1,1,0,1
608,36,0,0,0,1,0,0,2671,4,1,0,0,1,50,0,0,0,1,1,0,0,0
609,18,0,0,0,1,0,0,2051,4,0,0,1,0,33,0,0,1,1,1,0,0,1
610,15,0,1,0,0,0,0,1300,4,0,0,0,1,45,1,0,0,1,2,0,0,1
611,12,0,0,0,0,0,0,741,4,0,0,0,0,22,0,0,1,1,1,0,0,0
612,10,1,0,0,0,0,0,1240,1,0,0,0,1,48,0,0,0,1,2,0,0,0
613,21,0,0,0,1,0,0,3357,4,0,0,0,0,29,1,0,1,1,1,0,0,1
614,24,0,1,0,0,0,0,3632,1,0,1,0,0,22,1,1,0,1,1,0,1,1
615,18,0,0,1,0,0,0,1808,4,0,0,1,0,22,0,0,1,1,1,0,0,0
616,48,0,0,0,0,0,1,12204,2,0,0,0,0,48,1,0,1,1,1,1,0,1
617,60,0,0,0,1,0,0,9157,2,0,0,0,1,27,0,0,0,1,1,0,0,1
618,6,1,0,0,0,0,0,3676,1,0,0,1,0,37,0,1,0,3,2,0,0,1
619,30,0,0,1,0,0,0,3441,2,1,0,0,0,21,0,1,0,1,1,0,0,0
620,12,1,0,0,0,0,0,640,4,0,0,1,0,49,0,0,1,1,1,0,0,1
621,21,0,0,0,0,0,1,3652,2,0,0,0,0,27,0,0,1,2,1,0,0,1
622,18,1,0,0,0,0,0,1530,3,0,0,0,0,32,1,0,1,2,1,0,0,0
623,48,0,0,0,0,0,1,3914,4,0,0,1,0,38,1,0,1,1,1,0,0,0
624,12,0,0,1,0,0,0,1858,4,0,0,0,0,22,0,1,0,1,1,0,0,1
625,18,0,0,0,1,0,0,2600,4,0,0,0,1,65,0,0,0,2,1,0,0,0
626,15,0,0,0,1,0,0,1979,4,0,0,0,0,35,0,0,1,1,1,0,0,1
627,6,0,0,1,0,0,0,2116,2,0,0,1,0,41,0,0,1,1,1,1,0,1
628,9,1,0,0,0,0,0,1437,2,0,0,0,1,29,0,0,1,1,1,0,0,0
629,42,0,0,1,0,0,0,4042,4,0,0,1,0,36,0,0,1,2,1,1,0,1
630,9,0,0,0,0,1,0,3832,1,0,0,1,0,64,0,0,1,1,1,0,0,1
631,24,0,0,0,1,0,0,3660,2,0,0,0,0,28,0,0,1,1,1,0,0,1
632,18,0,0,1,0,0,0,1553,4,0,0,0,0,44,1,0,1,1,1,0,0,0
633,15,0,0,0,1,0,0,1444,4,0,0,0,0,23,0,0,1,1,1,0,0,1
634,9,0,0,1,0,0,0,1980,2,1,0,0,0,19,0,1,0,2,1,0,0,0
635,24,1,0,0,0,0,0,1355,3,0,0,0,0,25,0,0,1,1,1,1,0,0
636,12,0,0,0,0,1,0,1393,4,0,0,0,0,47,1,0,1,3,2,1,0,1
637,24,0,0,0,1,0,0,1376,4,0,0,0,0,28,0,0,1,1,1,0,0,1
638,60,0,0,0,1,0,0,15653,2,0,0,0,0,21,0,0,1,2,1,1,0,1
639,12,0,0,0,1,0,0,1493,4,0,0,0,0,34,0,0,1,1,2,0,0,1
640,42,0,0,0,1,0,0,4370,3,0,0,0,0,26,1,0,1,2,2,1,0,0
641,18,0,0,0,0,1,0,750,4,0,0,1,0,27,0,0,1,1,1,0,0,0
642,15,0,0,0,0,0,0,1308,4,0,0,0,0,38,0,0,1,2,1,0,0,1
643,15,0,0,0,0,1,0,4623,3,0,0,0,0,40,0,0,1,1,1,1,0,0
644,24,0,0,0,1,0,0,1851,4,0,1,0,0,33,0,0,1,2,1,1,0,1
645,18,0,0,0,1,0,0,1880,4,0,0,0,0,32,0,0,1,2,1,1,0,1
646,36,0,0,0,0,0,1,7980,4,0,0,0,0,27,0,1,0,2,1,1,0,0
647,30,0,0,1,0,0,0,4583,2,0,1,1,0,32,0,0,1,2,1,0,0,1
648,12,1,0,0,0,0,0,1386,2,0,0,0,0,26,0,0,1,1,1,0,0,0
649,24,1,0,0,0,0,0,947,4,0,0,0,1,38,1,0,0,1,2,0,0,0
650,12,0,0,0,0,1,0,684,4,0,0,0,0,40,0,1,0,1,2,0,0,0
651,48,0,0,0,0,1,0,7476,4,0,0,0,1,50,0,0,0,1,1,1,0,1
652,12,0,0,1,0,0,0,1922,4,0,0,0,0,37,0,0,1,1,1,0,0,0
653,24,1,0,0,0,0,0,2303,4,1,0,1,0,45,0,0,1,1,1,0,0,0
654,36,1,0,0,0,0,0,8086,2,0,0,0,0,42,0,0,1,4,1,1,0,0
655,24,0,1,0,0,0,0,2346,4,0,0,0,0,35,0,0,1,2,1,1,0,1
656,14,1,0,0,0,0,0,3973,1,0,0,0,1,22,0,0,0,1,1,0,0,1
657,12,1,0,0,0,0,0,888,4,0,0,0,0,41,1,0,1,1,2,0,0,0
658,48,0,0,0,1,0,0,10222,4,0,0,0,0,37,1,0,1,1,1,1,0,1
659,30,0,0,0,0,0,1,4221,2,0,0,0,0,28,0,0,1,2,1,0,0,1
660,18,0,0,1,0,0,0,6361,2,0,0,0,1,41,0,0,1,1,1,1,0,1
661,12,0,0,0,1,0,0,1297,3,0,0,1,0,23,0,1,0,1,1,0,0,1
662,12,1,0,0,0,0,0,900,4,0,0,0,0,23,0,0,1,1,1,0,0,0
663,21,0,0,1,0,0,0,2241,4,0,0,1,0,50,0,0,1,2,1,0,0,1
664,6,0,0,1,0,0,0,1050,4,0,0,0,0,35,1,0,1,2,1,1,0,1
665,6,0,0,0,0,1,0,1047,2,0,0,0,0,50,0,0,1,1,1,0,0,1
666,24,0,0,0,0,0,0,6314,4,1,0,0,1,27,1,0,1,2,1,1,0,1
667,30,0,0,1,0,0,0,3496,4,0,0,0,0,34,1,0,1,1,2,1,0,1
668,48,0,0,0,0,0,1,3609,1,0,0,1,0,27,1,0,1,1,1,0,0,1
669,12,1,0,0,0,0,0,4843,3,1,0,0,0,43,0,1,0,2,1,1,0,0
670,30,0,0,0,1,0,0,3017,4,0,0,0,0,47,0,0,1,1,1,0,0,1
671,24,0,0,0,0,0,1,4139,3,0,0,0,0,27,0,0,1,2,1,1,0,1
672,36,0,0,0,0,0,1,5742,2,0,0,0,0,31,0,0,1,2,1,1,0,1
673,60,1,0,0,0,0,0,10366,2,0,0,0,0,42,0,0,1,1,1,1,0,1
674,6,1,0,0,0,0,0,2080,1,0,0,0,0,24,0,0,1,1,1,0,0,1
675,21,0,0,0,0,0,1,2580,4,0,0,1,0,41,1,0,1,1,2,0,0,0
676,30,0,0,0,1,0,0,4530,4,0,0,0,0,26,0,1,0,1,1,1,0,1
677,24,0,0,1,0,0,0,5150,4,0,0,0,0,33,0,0,1,1,1,1,0,1
678,72,0,0,0,1,0,0,5595,2,0,0,0,0,24,0,0,1,1,1,0,0,0
679,24,0,0,0,1,0,0,2384,4,0,0,1,0,64,1,1,0,1,1,0,0,1
680,18,0,0,0,1,0,0,1453,3,0,0,1,0,26,0,0,1,1,1,0,0,1
681,6,0,0,0,0,1,0,1538,1,0,0,0,1,56,0,0,1,1,1,0,0,1
682,12,0,0,0,1,0,0,2279,4,0,0,0,1,37,0,0,0,1,1,1,0,1
683,15,0,0,0,1,0,0,1478,4,0,0,1,0,33,1,0,1,2,1,0,0,1
684,24,0,0,0,1,0,0,5103,3,0,0,0,1,47,0,0,0,3,1,1,0,1
685,36,0,0,0,0,0,1,9857,1,0,0,0,0,31,0,0,1,2,2,1,0,1
686,60,1,0,0,0,0,0,6527,4,0,0,0,1,34,0,0,0,1,2,1,0,1
687,10,0,0,0,1,0,0,1347,4,0,0,0,0,27,0,0,1,2,1,1,0,1
688,36,1,0,0,0,0,0,2862,4,0,0,0,1,30,0,0,0,1,1,0,0,1
689,9,0,0,0,1,0,0,2753,3,1,0,0,0,35,0,0,1,1,1,1,0,1
690,12,1,0,0,0,0,0,3651,1,0,0,0,0,31,0,0,1,1,2,0,0,1
691,15,0,0,1,0,0,0,975,2,0,0,0,0,25,0,0,1,2,1,0,0,1
692,15,0,0,0,0,0,0,2631,3,0,0,1,0,25,0,0,1,1,1,0,0,1
693,24,0,0,0,1,0,0,2896,2,0,0,0,0,29,0,0,1,1,1,0,0,1
694,6,1,0,0,0,0,0,4716,1,0,0,1,0,44,0,0,1,2,2,0,0,1
695,24,0,0,0,1,0,0,2284,4,0,0,0,0,28,0,0,1,1,1,1,0,1
696,6,0,1,0,0,0,0,1236,2,0,0,0,0,50,0,1,0,1,1,0,0,1
697,12,0,0,0,1,0,0,1103,4,0,1,1,0,29,0,0,1,2,1,0,1,1
698,12,1,0,0,0,0,0,926,1,0,0,0,0,38,0,0,1,1,1,0,0,1
699,18,0,0,0,1,0,0,1800,4,0,0,0,0,24,0,0,1,2,1,0,0,1
700,15,0,0,0,0,1,0,1905,4,0,0,0,0,40,0,1,0,1,1,1,0,1
701,12,0,0,1,0,0,0,1123,4,0,0,0,0,29,0,1,0,1,1,0,0,0
702,48,0,1,0,0,0,0,6331,4,0,0,0,1,46,0,0,0,2,1,1,0,0
703,24,0,0,0,1,0,0,1377,4,0,0,0,1,47,0,0,0,1,1,1,0,1
704,30,0,0,0,0,0,1,2503,4,0,0,0,0,41,1,0,1,2,1,0,0,1
705,27,0,0,0,0,0,1,2528,4,0,0,0,0,32,0,0,1,1,2,1,0,1
706,15,1,0,0,0,0,0,5324,1,0,0,0,1,35,0,0,0,1,1,0,0,1
707,48,1,0,0,0,0,0,6560,3,0,0,0,0,24,0,0,1,1,1,0,0,0
708,12,0,0,1,0,0,0,2969,4,0,0,0,0,25,0,1,0,2,1,0,0,0
709,9,0,0,0,1,0,0,1206,4,0,0,1,0,25,0,0,1,1,1,0,0,1
710,9,0,0,0,1,0,0,2118,2,0,0,1,0,37,0,0,1,1,2,0,0,1
711,18,0,0,0,1,0,0,629,4,0,0,0,0,32,1,0,1,2,1,1,0,1
712,6,0,0,0,0,1,0,1198,4,0,0,0,1,35,0,0,0,1,1,0,0,0
713,21,0,1,0,0,0,0,2476,4,0,0,1,0,46,0,0,1,1,1,1,0,1
714,9,0,0,0,1,0,0,1138,4,0,0,1,0,25,0,0,1,2,1,0,0,1
715,60,1,0,0,0,0,0,14027,4,0,0,0,1,27,0,0,1,1,1,1,0,0
716,30,0,1,0,0,0,0,7596,1,0,0,0,0,63,0,0,1,2,1,0,0,1
717,30,0,0,0,1,0,0,3077,3,0,0,0,0,40,0,0,1,2,2,1,0,1
718,18,0,0,0,1,0,0,1505,4,0,0,0,1,32,0,0,0,1,1,1,0,1
719,24,0,0,0,1,0,0,3148,3,0,0,0,0,31,0,0,1,2,1,1,0,1
720,20,0,1,0,0,0,0,6148,3,0,0,0,0,31,1,0,1,2,1,1,0,1
721,9,0,0,0,1,0,0,1337,4,0,0,0,0,34,0,0,1,2,1,1,0,0
722,6,0,0,0,0,1,0,433,4,0,0,0,0,24,1,1,0,1,2,0,0,0
723,12,1,0,0,0,0,0,1228,4,0,0,1,0,24,0,0,1,1,1,0,0,0
724,9,0,0,0,1,0,0,790,4,0,0,1,0,66,0,0,1,1,1,0,0,1
725,27,1,0,0,0,0,0,2570,3,0,0,1,0,21,0,1,0,1,1,0,0,0
726,6,1,0,0,0,0,0,250,2,0,0,1,0,41,1,0,1,2,1,0,0,1
727,15,0,0,0,1,0,0,1316,2,0,0,0,0,47,0,0,1,2,1,0,0,1
728,18,0,0,0,1,0,0,1882,4,0,0,0,0,25,1,1,0,2,1,0,0,0
729,48,0,0,0,0,0,1,6416,4,0,0,0,1,59,0,1,0,1,1,0,0,0
730,24,0,0,0,0,0,1,1275,2,0,0,1,0,36,0,0,1,2,1,1,0,1
731,24,0,0,0,1,0,0,6403,1,0,0,0,0,33,0,0,1,1,1,0,0,1
732,24,0,0,0,1,0,0,1987,2,0,0,1,0,21,0,1,0,1,2,0,0,0
733,8,0,0,0,1,0,0,760,4,0,1,1,0,44,0,0,1,1,1,0,0,1
734,24,0,1,0,0,0,0,2603,2,0,0,0,0,28,0,1,0,1,1,1,0,1
735,4,1,0,0,0,0,0,3380,1,0,0,1,0,37,0,0,1,1,2,0,0,1
736,36,0,0,0,0,0,0,3990,3,0,0,0,1,29,1,0,1,1,1,0,0,1
737,24,0,1,0,0,0,0,11560,1,0,0,0,0,23,0,1,0,2,1,0,0,0
738,18,1,0,0,0,0,0,4380,3,0,0,0,0,35,0,0,1,1,2,1,0,1
739,6,1,0,0,0,0,0,6761,1,0,0,0,1,45,0,0,1,2,2,1,0,1
740,30,0,0,0,0,0,1,4280,4,0,0,0,0,26,0,1,0,2,1,0,0,0
741,24,1,0,0,0,0,0,2325,2,0,0,0,0,32,1,0,1,1,1,0,0,1
742,10,0,0,0,1,0,0,1048,4,0,0,1,0,23,1,0,1,1,1,0,0,1
743,21,0,0,0,1,0,0,3160,4,0,0,0,0,41,0,0,1,1,1,1,0,1
744,24,0,0,1,0,0,0,2483,4,0,0,1,0,22,1,0,1,1,1,1,0,1
745,39,0,0,1,0,0,0,14179,4,0,0,0,0,30,0,0,1,2,1,1,0,1
746,13,0,0,0,0,0,1,1797,3,0,0,0,0,28,1,0,1,2,1,0,0,1
747,15,1,0,0,0,0,0,2511,1,0,0,0,0,23,0,1,0,1,1,0,0,1
748,12,1,0,0,0,0,0,1274,3,0,0,1,0,37,0,0,1,1,1,0,0,0
749,21,0,1,0,0,0,0,5248,1,0,0,0,0,26,0,0,1,1,1,0,0,1
750,15,0,1,0,0,0,0,3029,2,0,0,0,0,33,0,0,1,1,1,0,0,1
751,6,0,0,1,0,0,0,428,2,0,0,0,0,49,1,0,1,1,1,1,0,1
752,18,1,0,0,0,0,0,976,1,0,0,0,0,23,0,0,1,1,1,0,0,0
753,12,0,0,0,0,0,1,841,2,0,0,1,0,23,0,1,0,1,1,0,0,1
754,30,0,0,0,1,0,0,5771,4,0,0,0,0,25,0,0,1,2,1,0,0,1
755,12,0,0,0,0,0,0,1555,4,0,0,0,1,55,0,0,0,2,2,0,0,0
756,24,1,0,0,0,0,0,1285,4,0,0,0,1,32,0,1,0,1,1,0,0,0
757,6,1,0,0,0,0,0,1299,1,0,0,1,0,74,0,0,1,3,2,0,1,1
758,15,0,0,0,1,0,0,1271,3,0,0,0,1,39,0,0,0,2,1,1,0,0
759,24,1,0,0,0,0,0,1393,2,0,1,1,0,31,0,0,1,1,1,1,0,1
760,12,1,0,0,0,0,0,691,4,0,0,0,0,35,0,0,1,2,1,0,0,0
761,15,1,0,0,0,0,0,5045,1,0,0,0,0,59,0,0,1,1,1,1,0,1
762,18,0,0,1,0,0,0,2124,4,0,0,1,0,24,0,1,0,2,1,0,0,0
763,12,0,0,0,1,0,0,2214,4,0,0,0,0,24,0,0,1,1,1,0,0,1
764,21,1,0,0,0,0,0,12680,4,0,0,0,1,30,0,0,0,1,1,1,0,0
765,24,1,0,0,0,0,0,2463,4,0,0,0,0,27,0,0,1,2,1,1,0,1
766,12,0,0,0,1,0,0,1155,3,0,1,1,0,40,1,0,1,2,1,0,0,1
767,30,0,0,1,0,0,0,3108,2,0,0,0,0,31,0,0,1,1,1,0,0,0
768,10,0,1,0,0,0,0,2901,1,0,0,1,0,31,0,1,0,1,1,0,0,1
769,12,0,0,1,0,0,0,3617,1,0,0,0,0,28,0,1,0,3,1,1,0,1
770,12,0,0,0,1,0,0,1655,2,0,0,1,0,63,0,0,1,2,1,1,0,1
771,24,0,1,0,0,0,0,2812,2,0,0,1,0,26,0,1,0,1,1,0,0,1
772,36,0,0,0,0,1,0,8065,3,0,0,0,1,25,0,0,1,2,1,1,0,0
773,21,0,1,0,0,0,0,3275,1,0,0,0,0,36,0,0,1,1,1,1,0,1
774,24,0,0,0,1,0,0,2223,4,0,0,0,0,52,1,0,1,2,1,0,0,1
775,12,1,0,0,0,0,0,1480,2,0,0,0,1,66,1,0,0,3,1,0,0,1
776,24,1,0,0,0,0,0,1371,4,0,0,1,0,25,0,1,0,1,1,0,0,0
777,36,1,0,0,0,0,0,3535,4,0,0,0,0,37,0,0,1,2,1,1,0,1
778,18,0,0,0,1,0,0,3509,4,0,1,1,0,25,0,0,1,1,1,0,0,1
779,36,0,1,0,0,0,0,5711,4,0,0,0,0,38,0,0,1,2,1,1,0,1
780,18,0,0,0,0,0,0,3872,2,0,0,0,0,67,0,0,1,1,1,1,0,1
781,39,0,0,0,1,0,0,4933,2,0,1,1,0,25,0,0,1,2,1,0,0,0
782,24,1,0,0,0,0,0,1940,4,0,0,1,0,60,0,0,1,1,1,1,0,1
783,12,0,0,0,0,0,0,1410,2,0,0,1,0,31,0,0,1,1,1,1,0,1
784,12,1,0,0,0,0,0,836,4,0,0,0,0,23,1,0,1,1,1,0,0,0
785,20,0,1,0,0,0,0,6468,1,0,0,1,0,60,0,0,1,1,1,1,0,1
786,18,0,0,0,0,0,1,1941,4,0,0,0,0,35,0,0,1,1,1,1,0,1
787,22,0,0,0,1,0,0,2675,3,0,0,0,0,40,0,0,1,1,1,0,0,1
788,48,0,1,0,0,0,0,2751,4,0,0,0,0,38,0,0,1,2,2,1,0,1
789,48,0,0,0,0,1,0,6224,4,0,0,0,1,50,0,0,0,1,1,0,0,0
790,40,0,0,0,0,1,0,5998,4,0,0,0,1,27,1,0,1,1,1,1,0,0
791,21,0,0,0,0,0,1,1188,2,0,0,0,0,39,0,0,1,1,2,0,0,0
792,24,0,1,0,0,0,0,6313,3,0,0,0,0,41,0,0,1,1,2,1,0,1
793,6,0,0,1,0,0,0,1221,1,0,0,0,0,27,0,0,1,2,1,0,0,1
794,24,0,0,1,0,0,0,2892,3,0,0,0,1,51,0,0,0,1,1,0,0,1
795,24,0,0,1,0,0,0,3062,4,0,0,0,1,32,0,1,0,1,1,1,0,1
796,9,0,0,1,0,0,0,2301,2,0,0,0,0,22,0,1,0,1,1,0,0,1
797,18,0,1,0,0,0,0,7511,1,0,0,0,0,51,0,0,0,1,2,1,0,0
798,12,0,0,1,0,0,0,1258,2,0,0,0,0,22,0,1,0,2,1,0,0,1
799,24,1,0,0,0,0,0,717,4,0,0,0,0,54,0,0,1,2,1,1,0,1
800,9,1,0,0,0,0,0,1549,4,0,0,1,0,35,0,0,1,1,1,0,0,1
801,24,0,0,0,0,1,0,1597,4,0,0,0,1,54,0,0,0,2,2,0,0,1
802,18,0,0,0,1,0,0,1795,3,0,1,1,0,48,1,1,0,2,1,1,0,1
803,20,0,0,1,0,0,0,4272,1,0,0,0,0,24,0,0,1,2,1,0,0,1
804,12,0,0,0,1,0,0,976,4,0,0,0,0,35,0,0,1,2,1,0,0,1
805,12,1,0,0,0,0,0,7472,1,0,0,1,0,24,0,1,0,1,1,0,0,1
806,36,1,0,0,0,0,0,9271,2,0,0,0,0,24,0,0,1,1,1,1,0,0
807,6,0,0,0,1,0,0,590,3,0,0,1,0,26,0,0,1,1,1,0,1,1
808,12,0,0,0,1,0,0,930,4,0,0,1,0,65,0,0,1,4,1,0,0,1
809,42,0,1,0,0,0,0,9283,1,0,0,0,1,55,1,0,0,1,1,1,0,1
810,15,1,0,0,0,0,0,1778,2,0,0,1,0,26,0,1,0,2,1,0,0,0
811,8,0,0,0,0,0,1,907,3,0,0,1,0,26,0,0,1,1,1,1,0,1
812,6,0,0,0,1,0,0,484,3,0,1,1,0,28,1,0,1,1,1,0,0,1
813,36,0,1,0,0,0,0,9629,4,0,0,0,0,24,0,0,1,2,1,1,0,0
814,48,0,0,0,0,0,0,3051,3,0,0,0,0,54,0,0,1,1,1,0,0,0
815,48,1,0,0,0,0,0,3931,4,0,0,0,1,46,0,0,0,1,2,0,0,0
816,36,1,0,0,0,0,0,7432,2,0,0,0,0,54,0,1,0,1,1,0,0,1
817,6,0,0,0,0,0,0,1338,1,0,0,1,0,62,0,0,1,1,1,0,0,1
818,6,0,0,0,1,0,0,1554,1,0,0,0,0,24,0,1,0,2,1,1,0,1
819,36,0,0,0,0,0,0,15857,2,1,0,0,0,43,0,0,1,1,1,0,0,1
820,18,0,0,0,1,0,0,1345,4,0,0,1,0,26,1,0,1,1,1,0,0,0
821,12,1,0,0,0,0,0,1101,3,0,0,1,0,27,0,0,1,2,1,1,0,1
822,12,0,0,0,1,0,0,3016,3,0,0,0,0,24,0,0,1,1,1,0,0,1
823,36,0,0,1,0,0,0,2712,2,0,0,0,0,41,1,0,1,1,2,0,0,0
824,8,1,0,0,0,0,0,731,4,0,0,1,0,47,0,0,1,2,1,0,0,1
825,18,0,0,1,0,0,0,3780,3,0,0,0,0,35,0,0,1,2,1,1,0,1
826,21,1,0,0,0,0,0,1602,4,0,0,0,0,30,0,0,1,2,1,1,0,1
827,18,1,0,0,0,0,0,3966,1,0,0,1,0,33,1,1,0,3,1,1,0,0
828,18,0,0,0,0,0,1,4165,2,0,0,0,0,36,1,0,1,2,2,0,0,0
829,36,0,1,0,0,0,0,8335,3,0,0,0,1,47,0,0,0,1,1,0,0,0
830,48,0,0,0,0,0,1,6681,4,0,0,0,1,38,0,0,0,1,2,1,0,1
831,24,0,0,0,0,0,1,2375,4,0,0,0,0,44,0,0,1,2,2,1,0,1
832,18,1,0,0,0,0,0,1216,4,0,0,0,0,23,0,1,0,1,1,1,0,0
833,45,0,0,0,0,0,1,11816,2,0,0,0,0,29,0,1,0,2,1,0,0,0
834,24,0,0,0,1,0,0,5084,2,0,0,0,0,42,0,0,1,1,1,1,0,1
835,15,0,0,0,1,0,0,2327,2,0,0,1,0,25,0,0,1,1,1,0,0,0
836,12,1,0,0,0,0,0,1082,4,0,0,0,0,48,1,0,1,2,1,0,0,0
837,12,0,0,0,1,0,0,886,4,0,0,0,0,21,0,0,1,1,1,0,0,1
838,4,0,0,1,0,0,0,601,1,0,0,1,0,23,0,1,0,1,2,0,0,1
839,24,0,1,0,0,0,0,2957,4,0,0,0,0,63,0,0,1,2,1,1,0,1
840,24,0,0,0,1,0,0,2611,4,1,0,1,0,46,0,0,1,2,1,0,0,1
841,36,0,0,1,0,0,0,5179,4,0,0,0,0,29,0,0,1,1,1,0,0,0
842,21,0,1,0,0,0,0,2993,3,0,0,1,0,28,1,0,1,2,1,0,0,1
843,18,0,0,0,0,0,0,1943,4,0,0,1,0,23,0,0,1,1,1,0,0,0
844,24,0,0,0,0,0,1,1559,4,0,0,0,0,50,1,0,1,1,1,1,0,1
845,18,0,0,1,0,0,0,3422,4,0,0,0,0,47,1,0,1,3,2,1,0,1
846,21,0,0,1,0,0,0,3976,2,0,0,0,0,35,0,0,1,1,1,1,0,1
847,18,1,0,0,0,0,0,6761,2,0,0,0,0,68,0,1,0,2,1,0,0,0
848,24,1,0,0,0,0,0,1249,4,0,0,1,0,28,0,0,1,1,1,0,0,1
849,9,0,0,0,1,0,0,1364,3,0,0,1,0,59,0,0,1,1,1,0,0,1
850,12,0,0,0,1,0,0,709,4,0,0,1,0,57,1,0,1,1,1,0,0,0
851,20,1,0,0,0,0,0,2235,4,0,1,0,0,33,1,1,0,2,1,0,1,0
852,24,0,1,0,0,0,0,4042,3,0,0,0,0,43,0,0,1,2,1,1,0,1
853,15,0,0,0,1,0,0,1471,4,0,0,0,1,35,0,0,0,2,1,1,0,1
854,18,1,0,0,0,0,0,1442,4,0,0,0,1,32,0,0,0,2,2,0,0,0
855,36,1,0,0,0,0,0,10875,2,0,0,0,0,45,0,0,1,2,2,1,0,1
856,24,1,0,0,0,0,0,1474,4,0,0,1,0,33,0,0,1,1,1,1,0,1
857,10,0,0,0,0,0,0,894,4,0,0,0,0,40,0,0,1,1,1,1,0,1
858,15,0,0,1,0,0,0,3343,4,0,0,0,1,28,0,0,0,1,1,1,0,1
859,15,1,0,0,0,0,0,3959,3,0,0,0,0,29,0,0,1,1,1,1,0,0
860,9,1,0,0,0,0,0,3577,1,0,1,1,0,26,0,1,0,1,2,0,1,1
861,24,0,1,0,0,0,0,5804,4,0,0,1,0,27,0,0,1,2,1,0,0,1
862,18,0,0,0,0,0,1,2169,4,0,0,0,0,28,0,0,1,1,1,1,0,0
863,24,0,0,0,1,0,0,2439,4,0,0,1,0,35,0,0,1,1,1,1,0,0
864,27,0,0,1,0,0,0,4526,4,0,0,1,0,32,1,0,1,2,2,1,0,1
865,10,0,0,1,0,0,0,2210,2,0,0,1,0,25,1,1,0,1,1,0,0,0
866,15,0,0,1,0,0,0,2221,2,0,0,0,0,20,0,1,0,1,1,0,0,1
867,18,0,0,0,1,0,0,2389,4,0,0,0,0,27,1,0,1,1,1,0,0,1
868,12,0,0,1,0,0,0,3331,2,0,0,0,0,42,1,0,1,1,1,0,0,1
869,36,0,0,0,0,0,1,7409,3,0,0,0,0,37,0,0,1,2,1,0,0,1
870,12,0,0,1,0,0,0,652,4,0,0,0,0,24,0,1,0,1,1,0,0,1
871,36,0,0,1,0,0,0,7678,2,0,0,0,0,40,0,0,1,2,1,1,0,1
872,6,1,0,0,0,0,0,1343,1,0,0,1,0,46,0,0,1,2,2,0,1,1
873,24,0,0,0,0,0,1,1382,4,0,0,1,0,26,0,0,1,2,1,1,0,1
874,15,0,0,0,0,0,0,874,4,0,0,1,0,24,0,0,1,1,1,0,0,1
875,12,0,0,1,0,0,0,3590,2,1,0,0,0,29,0,0,1,1,2,0,0,1
876,11,1,0,0,0,0,0,1322,4,0,0,0,0,40,0,0,1,2,1,0,0,1
877,18,0,0,0,1,0,0,1940,3,1,0,0,1,36,1,0,0,1,1,1,0,1
878,36,0,0,0,1,0,0,3595,4,0,0,0,0,28,0,0,1,1,1,0,0,1
879,9,1,0,0,0,0,0,1422,3,0,0,0,1,27,0,0,0,1,1,1,0,0
880,30,0,0,0,1,0,0,6742,2,0,0,0,0,36,0,0,1,2,1,0,0,1
